acquisition_id,byte_size,evidence_id,evidence_kind,fixity_verified_at,immutable_locator,notes,payload_sha256,rights_state,source_id,source_locator,source_version_id
sha256:4144f7bbde938eb9989a730cee4ca99c8cdb5de225fcb41a82624be79cabae2e,1330289,evidence:sha256:4144f7bbde938eb9989a730cee4ca99c8cdb5de225fcb41a82624be79cabae2e,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4144f7bbde938eb9989a730cee4ca99c8cdb5de225fcb41a82624be79cabae2e,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4144f7bbde938eb9989a730cee4ca99c8cdb5de225fcb41a82624be79cabae2e,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/FBE6CC5B217AC8DACA25859E0016F5A3/$File/202107-cat6f.pdf,au_mbs_historical_0335
sha256:4202367619d50959d852968088e4a54bbceb1b33fdd5fa5c766a7997f4a63eb0,2182649,evidence:sha256:4202367619d50959d852968088e4a54bbceb1b33fdd5fa5c766a7997f4a63eb0,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4202367619d50959d852968088e4a54bbceb1b33fdd5fa5c766a7997f4a63eb0,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4202367619d50959d852968088e4a54bbceb1b33fdd5fa5c766a7997f4a63eb0,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/FBE6CC5B217AC8DACA25859E0016F5A3/$File/202107-Cat8.pdf,au_mbs_historical_0329
sha256:421d75060bfcb1677819201e86f4c5f38e15c6e7507ec2c9d51a76fa7118ac95,2138966,evidence:sha256:421d75060bfcb1677819201e86f4c5f38e15c6e7507ec2c9d51a76fa7118ac95,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:421d75060bfcb1677819201e86f4c5f38e15c6e7507ec2c9d51a76fa7118ac95,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,421d75060bfcb1677819201e86f4c5f38e15c6e7507ec2c9d51a76fa7118ac95,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/DD4BF54A34D823FDCA25881700139AD5/$File/202207-Cat8d.pdf,au_mbs_historical_0292
sha256:428f192b13e8b9f61331b03b83af1dd5a208d968cfca7c459ec69fc30d58ac81,17003961,evidence:sha256:428f192b13e8b9f61331b03b83af1dd5a208d968cfca7c459ec69fc30d58ac81,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:428f192b13e8b9f61331b03b83af1dd5a208d968cfca7c459ec69fc30d58ac81,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,428f192b13e8b9f61331b03b83af1dd5a208d968cfca7c459ec69fc30d58ac81,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/40901A5DCA1CD593CA258614007F45C1/$File/201705-MBS.pdf,au_mbs_historical_0046
sha256:42c2d73d0c74f790ba311678c541f3b9bb76a6bea4d0c4052cc95366d88a143d,12930941,evidence:sha256:42c2d73d0c74f790ba311678c541f3b9bb76a6bea4d0c4052cc95366d88a143d,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:42c2d73d0c74f790ba311678c541f3b9bb76a6bea4d0c4052cc95366d88a143d,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,42c2d73d0c74f790ba311678c541f3b9bb76a6bea4d0c4052cc95366d88a143d,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/B013E0789A07D708CA258B030013670A/$File/PDF%20Version%20of%20the%20MBSBook%20-%201%20July%202024.pdf,au_mbs_historical_0268
sha256:42c410fdd89df05cb88002e6ce424c7feeda21469ff3898a92bdb1618e99b89e,5219075,evidence:sha256:42c410fdd89df05cb88002e6ce424c7feeda21469ff3898a92bdb1618e99b89e,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:42c410fdd89df05cb88002e6ce424c7feeda21469ff3898a92bdb1618e99b89e,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,42c410fdd89df05cb88002e6ce424c7feeda21469ff3898a92bdb1618e99b89e,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/E137A6BDE8494881CA2585FF000A72FF/$File/201212-MBS.pdf,au_mbs_historical_0316
sha256:435ba58de881eaad86fa6b94e1835c0c444a2da62eb5b523c62891d7cccd5f0c,2947692,evidence:sha256:435ba58de881eaad86fa6b94e1835c0c444a2da62eb5b523c62891d7cccd5f0c,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:435ba58de881eaad86fa6b94e1835c0c444a2da62eb5b523c62891d7cccd5f0c,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,435ba58de881eaad86fa6b94e1835c0c444a2da62eb5b523c62891d7cccd5f0c,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/2002-11-MBS.pdf,au_mbs_historical_0125
sha256:437fc4820375983ae649b93d7289704ea5e6d089beadfe499a60e4756e0ff206,1352935,evidence:sha256:437fc4820375983ae649b93d7289704ea5e6d089beadfe499a60e4756e0ff206,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:437fc4820375983ae649b93d7289704ea5e6d089beadfe499a60e4756e0ff206,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,437fc4820375983ae649b93d7289704ea5e6d089beadfe499a60e4756e0ff206,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/1992-02-DI.pdf,au_mbs_historical_0090
sha256:4456a1bcb9b5006cc056d64e23c3d312ddb1de3fd00863ccc843a498704f867d,12268178,evidence:sha256:4456a1bcb9b5006cc056d64e23c3d312ddb1de3fd00863ccc843a498704f867d,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4456a1bcb9b5006cc056d64e23c3d312ddb1de3fd00863ccc843a498704f867d,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4456a1bcb9b5006cc056d64e23c3d312ddb1de3fd00863ccc843a498704f867d,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/E528C73047125137CA258797000C9597/$File/MBSBook%201%20March%202022-v2.pdf,au_mbs_historical_0319
sha256:455775c46beeeec60169edf8dc71360f544e57a3e176d409159009d2bd85f40d,3856801,evidence:sha256:455775c46beeeec60169edf8dc71360f544e57a3e176d409159009d2bd85f40d,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:455775c46beeeec60169edf8dc71360f544e57a3e176d409159009d2bd85f40d,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,455775c46beeeec60169edf8dc71360f544e57a3e176d409159009d2bd85f40d,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/201005-MBS.pdf,au_mbs_historical_0169
sha256:457b7f57c26a9312c6f2710e7aa0ab0d4c84e90efd760a20ad069f2902e665bc,11934065,evidence:sha256:457b7f57c26a9312c6f2710e7aa0ab0d4c84e90efd760a20ad069f2902e665bc,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:457b7f57c26a9312c6f2710e7aa0ab0d4c84e90efd760a20ad069f2902e665bc,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,457b7f57c26a9312c6f2710e7aa0ab0d4c84e90efd760a20ad069f2902e665bc,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/F540E955EFE9BFD5CA25861500000C28/$File/201911-MBS.pdf,au_mbs_historical_0328
sha256:45ed18f4838937299211955ac63b0cc39338306ef4094cc6c1ba08562075311c,13575,evidence:sha256:45ed18f4838937299211955ac63b0cc39338306ef4094cc6c1ba08562075311c,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:45ed18f4838937299211955ac63b0cc39338306ef4094cc6c1ba08562075311c,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,45ed18f4838937299211955ac63b0cc39338306ef4094cc6c1ba08562075311c,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/DD4BF54A34D823FDCA25881700139AD5/$File/RVG%20file%2020220701.TXT,au_mbs_historical_0294
sha256:460941ead58b20aac34eff9a749605aa88fffbecee8598c998eeb786b7637006,17179,evidence:sha256:460941ead58b20aac34eff9a749605aa88fffbecee8598c998eeb786b7637006,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:460941ead58b20aac34eff9a749605aa88fffbecee8598c998eeb786b7637006,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,460941ead58b20aac34eff9a749605aa88fffbecee8598c998eeb786b7637006,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/8F3FA58ED97DCA35CA2584BE00111151/$File/201911-RVG.TXT,au_mbs_historical_0197
sha256:461dbdabe42e338088d454377f7d9a4c9c7f5a7777d4630d66b9b02266f033c4,469300,evidence:sha256:461dbdabe42e338088d454377f7d9a4c9c7f5a7777d4630d66b9b02266f033c4,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:461dbdabe42e338088d454377f7d9a4c9c7f5a7777d4630d66b9b02266f033c4,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,461dbdabe42e338088d454377f7d9a4c9c7f5a7777d4630d66b9b02266f033c4,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/E137A6BDE8494881CA2585FF000A72FF/$File/201212-Allied.pdf,au_mbs_historical_0315
sha256:468d4baa2586cc4c8de1ef6b0543a0818ebd3c76e687a7ab3fb6e629f7f5f5d7,17021748,evidence:sha256:468d4baa2586cc4c8de1ef6b0543a0818ebd3c76e687a7ab3fb6e629f7f5f5d7,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:468d4baa2586cc4c8de1ef6b0543a0818ebd3c76e687a7ab3fb6e629f7f5f5d7,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,468d4baa2586cc4c8de1ef6b0543a0818ebd3c76e687a7ab3fb6e629f7f5f5d7,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/70CAF134CEE45219CA258614007874F8/$File/201611-MBS.pdf,au_mbs_historical_0195
sha256:46e48fed9fe85a57814332aa066744c6821d4096005924059435efeb66430442,120855,evidence:sha256:46e48fed9fe85a57814332aa066744c6821d4096005924059435efeb66430442,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:46e48fed9fe85a57814332aa066744c6821d4096005924059435efeb66430442,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,46e48fed9fe85a57814332aa066744c6821d4096005924059435efeb66430442,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/2005-11-Allied.pdf,au_mbs_historical_0136
sha256:4959301e740d74fc0671f99f3c09b466b061f684cef605af223cae20e8094f2f,11234162,evidence:sha256:4959301e740d74fc0671f99f3c09b466b061f684cef605af223cae20e8094f2f,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4959301e740d74fc0671f99f3c09b466b061f684cef605af223cae20e8094f2f,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4959301e740d74fc0671f99f3c09b466b061f684cef605af223cae20e8094f2f,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/F540E955EFE9BFD5CA25861500000C28/$File/201904-MBS.pdf,au_mbs_historical_0323
sha256:499f49847c7d22966e14812a04f68862328fbeecd563c05b90dd8fd2a536c9d5,469262,evidence:sha256:499f49847c7d22966e14812a04f68862328fbeecd563c05b90dd8fd2a536c9d5,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:499f49847c7d22966e14812a04f68862328fbeecd563c05b90dd8fd2a536c9d5,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,499f49847c7d22966e14812a04f68862328fbeecd563c05b90dd8fd2a536c9d5,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/B900536D4B582E61CA2585FF0006926F/$File/201401-Allied.PDF,au_mbs_historical_0271
sha256:49e28165c7c47b767a8fd28edc8acc908050a362bd5ca8999832681897063c66,265225,evidence:sha256:49e28165c7c47b767a8fd28edc8acc908050a362bd5ca8999832681897063c66,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:49e28165c7c47b767a8fd28edc8acc908050a362bd5ca8999832681897063c66,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,49e28165c7c47b767a8fd28edc8acc908050a362bd5ca8999832681897063c66,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/317ACF6351081DB5CA2585FF00086C40/$File/201101-allied.pdf,au_mbs_historical_0035
sha256:4aa1f75d2a3a915b0713ce95012699220b6b4c4e945d1f278e7a3ea63ed9a1e6,2630946,evidence:sha256:4aa1f75d2a3a915b0713ce95012699220b6b4c4e945d1f278e7a3ea63ed9a1e6,rights_constrained_reference,2026-07-23T02:02:41.604131+00:00,sha256:4aa1f75d2a3a915b0713ce95012699220b6b4c4e945d1f278e7a3ea63ed9a1e6,B2 reviewed-snapshot reference preserves fixity and rights state without redistributing source bytes.,4aa1f75d2a3a915b0713ce95012699220b6b4c4e945d1f278e7a3ea63ed9a1e6,public_reuse_review,us_fda_device_classification,https://api.fda.gov/device/classification.json?limit=1000,us_fda_device_classification_20260723_page1
sha256:4b6b26b852e0a2347b9eb6c6a1f79cd42cfc1f21642d3aef10c32bbfbc4e641b,4013725,evidence:sha256:4b6b26b852e0a2347b9eb6c6a1f79cd42cfc1f21642d3aef10c32bbfbc4e641b,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4b6b26b852e0a2347b9eb6c6a1f79cd42cfc1f21642d3aef10c32bbfbc4e641b,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4b6b26b852e0a2347b9eb6c6a1f79cd42cfc1f21642d3aef10c32bbfbc4e641b,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/317ACF6351081DB5CA2585FF00086C40/$File/201111-MBS.pdf,au_mbs_historical_0043
sha256:4b91466d7c6f0668b26327ccb0c3576776a6733da82a33ae6aabeef66a5767c7,17978,evidence:sha256:4b91466d7c6f0668b26327ccb0c3576776a6733da82a33ae6aabeef66a5767c7,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4b91466d7c6f0668b26327ccb0c3576776a6733da82a33ae6aabeef66a5767c7,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4b91466d7c6f0668b26327ccb0c3576776a6733da82a33ae6aabeef66a5767c7,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/1BC94358D4F276D3CA257CCF0000AA73/$File/MBSONLINE_REUSE_IMAP.TXT,au_mbs_historical_0014
sha256:4bfda922cfefa42e9ee076b34314df3d6c4cd1cd693ad19789ae4c19bba12ba7,876523,evidence:sha256:4bfda922cfefa42e9ee076b34314df3d6c4cd1cd693ad19789ae4c19bba12ba7,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4bfda922cfefa42e9ee076b34314df3d6c4cd1cd693ad19789ae4c19bba12ba7,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4bfda922cfefa42e9ee076b34314df3d6c4cd1cd693ad19789ae4c19bba12ba7,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/1997-11-CLaCP.pdf,au_mbs_historical_0107
sha256:4c9a55085e9da6be21c286088fbcb8188f8a65dda0a334513e57d1bc0414cfac,547879,evidence:sha256:4c9a55085e9da6be21c286088fbcb8188f8a65dda0a334513e57d1bc0414cfac,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4c9a55085e9da6be21c286088fbcb8188f8a65dda0a334513e57d1bc0414cfac,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4c9a55085e9da6be21c286088fbcb8188f8a65dda0a334513e57d1bc0414cfac,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/B013E0789A07D708CA258B030013670A/$File/PDF%20Version%20-%201%20July%202024%20Category%207%20-%20Cleft%20and%20Craniofacial%20Services.pdf,au_mbs_historical_0266
sha256:4d33a10c475570e866ac75cdbd913e745fc5f81f242ea74c707a85bcaf9d0079,16711510,evidence:sha256:4d33a10c475570e866ac75cdbd913e745fc5f81f242ea74c707a85bcaf9d0079,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4d33a10c475570e866ac75cdbd913e745fc5f81f242ea74c707a85bcaf9d0079,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4d33a10c475570e866ac75cdbd913e745fc5f81f242ea74c707a85bcaf9d0079,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/A7F6A9DA0E280DCCCA2586140008B368/$File/201504-MBS.pdf,au_mbs_historical_0252
sha256:4dda3b83bb67af5f8349a5fd455a4c54b8290921cffecc362163cd00f27439a5,30506659,evidence:sha256:4dda3b83bb67af5f8349a5fd455a4c54b8290921cffecc362163cd00f27439a5,rights_constrained_reference,2026-07-23T02:23:26.646730+00:00,sha256:4dda3b83bb67af5f8349a5fd455a4c54b8290921cffecc362163cd00f27439a5,B2 reviewed-snapshot reference preserves fixity and rights state without redistributing source bytes.,4dda3b83bb67af5f8349a5fd455a4c54b8290921cffecc362163cd00f27439a5,public_reuse_review,rxnorm,https://download.nlm.nih.gov/rxnorm/RxNorm_full_prescribe_07062026.zip,rxnorm_cpc_20260706
sha256:4e4eb1507d7e33b95d327e8b81495b8eb1da6c744d57ed0d932c36c36974c6bc,976968,evidence:sha256:4e4eb1507d7e33b95d327e8b81495b8eb1da6c744d57ed0d932c36c36974c6bc,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4e4eb1507d7e33b95d327e8b81495b8eb1da6c744d57ed0d932c36c36974c6bc,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4e4eb1507d7e33b95d327e8b81495b8eb1da6c744d57ed0d932c36c36974c6bc,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/4EFCF78281A91736CA258654001138AF/$File/202103-cat4.pdf,au_mbs_historical_0065
sha256:4e76ac9fed3a9134c1290ce916ff80aef9ced92b91629e15406d7bb9a4ed7b97,16963129,evidence:sha256:4e76ac9fed3a9134c1290ce916ff80aef9ced92b91629e15406d7bb9a4ed7b97,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4e76ac9fed3a9134c1290ce916ff80aef9ced92b91629e15406d7bb9a4ed7b97,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4e76ac9fed3a9134c1290ce916ff80aef9ced92b91629e15406d7bb9a4ed7b97,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/90CB91EE0B6FB8A9CA2586140082584E/$File/201801-MBS.pdf,au_mbs_historical_0221
sha256:4f10b257ecd2e7a200d2b004530cb25bc7d0bf698cbae2f700eb2efe5de426c3,470135,evidence:sha256:4f10b257ecd2e7a200d2b004530cb25bc7d0bf698cbae2f700eb2efe5de426c3,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4f10b257ecd2e7a200d2b004530cb25bc7d0bf698cbae2f700eb2efe5de426c3,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4f10b257ecd2e7a200d2b004530cb25bc7d0bf698cbae2f700eb2efe5de426c3,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/94D54B959677561ECA2585FF000015E3/$File/201305-Allied.pdf,au_mbs_historical_0234
sha256:4f8e31d2cb5a89953861ece277d0da8b06687ad14ae8b27d2401e6abffa5a363,19572070,evidence:sha256:4f8e31d2cb5a89953861ece277d0da8b06687ad14ae8b27d2401e6abffa5a363,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4f8e31d2cb5a89953861ece277d0da8b06687ad14ae8b27d2401e6abffa5a363,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4f8e31d2cb5a89953861ece277d0da8b06687ad14ae8b27d2401e6abffa5a363,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/1991-11-MBS.pdf,au_mbs_historical_0089
sha256:4fafc0c915ad47d5615c24199414f8485dd2601f8b3d360f67b81900f8dfc3b8,109513738,evidence:sha256:4fafc0c915ad47d5615c24199414f8485dd2601f8b3d360f67b81900f8dfc3b8,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4fafc0c915ad47d5615c24199414f8485dd2601f8b3d360f67b81900f8dfc3b8,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4fafc0c915ad47d5615c24199414f8485dd2601f8b3d360f67b81900f8dfc3b8,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/1979-MBS.pdf,au_mbs_historical_0076
sha256:4fec193066506e04d1e1b4a17ce181429274a4a5b34564f9903caae5fb57bcfd,702428,evidence:sha256:4fec193066506e04d1e1b4a17ce181429274a4a5b34564f9903caae5fb57bcfd,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:4fec193066506e04d1e1b4a17ce181429274a4a5b34564f9903caae5fb57bcfd,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,4fec193066506e04d1e1b4a17ce181429274a4a5b34564f9903caae5fb57bcfd,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/2004-05-MBS.pdf,au_mbs_historical_0131
sha256:506cfe3cf3ad61e74a7a452f65b3ddb9d422432757c506e631b9ddd1258709f9,11281537,evidence:sha256:506cfe3cf3ad61e74a7a452f65b3ddb9d422432757c506e631b9ddd1258709f9,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:506cfe3cf3ad61e74a7a452f65b3ddb9d422432757c506e631b9ddd1258709f9,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,506cfe3cf3ad61e74a7a452f65b3ddb9d422432757c506e631b9ddd1258709f9,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/F540E955EFE9BFD5CA25861500000C28/$File/201905-MBS.pdf,au_mbs_historical_0324
sha256:5145fa19632ef454498bed0f7d94ff56543ddf93bdc9ece11bcaa024e145a600,778747,evidence:sha256:5145fa19632ef454498bed0f7d94ff56543ddf93bdc9ece11bcaa024e145a600,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:5145fa19632ef454498bed0f7d94ff56543ddf93bdc9ece11bcaa024e145a600,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,5145fa19632ef454498bed0f7d94ff56543ddf93bdc9ece11bcaa024e145a600,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/8F3FA58ED97DCA35CA2584BE00111151/$File/202001-Cat7.pdf,au_mbs_historical_0210
sha256:52e0557b7ea8b58116f0623047d0d341266ea0f681bb9c014736580d9d043a5a,1237740,evidence:sha256:52e0557b7ea8b58116f0623047d0d341266ea0f681bb9c014736580d9d043a5a,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:52e0557b7ea8b58116f0623047d0d341266ea0f681bb9c014736580d9d043a5a,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,52e0557b7ea8b58116f0623047d0d341266ea0f681bb9c014736580d9d043a5a,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/4FA5E1EF8E12C7ECCA25858200179B55/$File/202008-supplement1.pdf,au_mbs_historical_0071
sha256:53754a7762fae7dd47340090061e948c8a541cdbc30fec1b4a77bc9482bc7d07,165202,evidence:sha256:53754a7762fae7dd47340090061e948c8a541cdbc30fec1b4a77bc9482bc7d07,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:53754a7762fae7dd47340090061e948c8a541cdbc30fec1b4a77bc9482bc7d07,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,53754a7762fae7dd47340090061e948c8a541cdbc30fec1b4a77bc9482bc7d07,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/2007-11-Dental.pdf,au_mbs_historical_0150
sha256:53c9ad1511d6bc1c9a163a736eacc32790f29d41cf1593db4af0ae23e38ef7a1,27273772,evidence:sha256:53c9ad1511d6bc1c9a163a736eacc32790f29d41cf1593db4af0ae23e38ef7a1,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:53c9ad1511d6bc1c9a163a736eacc32790f29d41cf1593db4af0ae23e38ef7a1,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,53c9ad1511d6bc1c9a163a736eacc32790f29d41cf1593db4af0ae23e38ef7a1,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/2000-11-MBS.pdf,au_mbs_historical_0120
sha256:5463d8666108312a746c41a4c5e4eb58af5fcdc45c965326eecc88d7b3ff1e3f,125196,evidence:sha256:5463d8666108312a746c41a4c5e4eb58af5fcdc45c965326eecc88d7b3ff1e3f,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:5463d8666108312a746c41a4c5e4eb58af5fcdc45c965326eecc88d7b3ff1e3f,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,5463d8666108312a746c41a4c5e4eb58af5fcdc45c965326eecc88d7b3ff1e3f,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/650f3eec0dfb990fca25692100069854/928fae91a23256aaca258d0d0007eede/$FILE/Health%20Insurance%20Regulations%202018%20-%20Basic%20Service%20Description%20for%20Assignment%20of%20Medicare%20Benefits.CSV,au_mbs_historical_0006
sha256:54bea214e2e98acc8dd273db65ca7e0e64e0ebb7454c0cebf83f8a28013dd38f,3991373,evidence:sha256:54bea214e2e98acc8dd273db65ca7e0e64e0ebb7454c0cebf83f8a28013dd38f,rights_constrained_reference,2026-08-27T08:02:43.936236+00:00,sha256:54bea214e2e98acc8dd273db65ca7e0e64e0ebb7454c0cebf83f8a28013dd38f,B2 historical checksum reference records current-run fixity; source bytes remain ignored and local.,54bea214e2e98acc8dd273db65ca7e0e64e0ebb7454c0cebf83f8a28013dd38f,public_reuse_review,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/Content/515793D58E889BD0CA257CD100033990/$File/200911-MBS.pdf,au_mbs_historical_0165
