archive_page,byte_size,cache_path,checksum_sha256,citation_key,detail,file_kind,file_name,id,licence_gate,review_status,source_id,source_url,source_version_id,status,transformation_process
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,11056,data/raw_live/historical_sources/family_archive/us_cms_asp_january_2023_noc_pricing_file_zip_b7c660a463.zip,bc521d2d72155c6cdd5fa600f3ecb08c8ffc16496d195c08dffa01ae3d5a4319,reimbursement_atlas:us_cms_asp_january_2023_noc_pricing_file_zip_b7c660a463,Retrieved into ignored local cache.,zip,january-2023-noc-pricing-file.zip,us_cms_asp_january_2023_noc_pricing_file_zip_b7c660a463,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/january-2023-noc-pricing-file.zip,us_cms_asp_january_2023_noc_pricing_file_zip_b7c660a463,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,66431,data/raw_live/historical_sources/family_archive/us_cms_asp_january_2024_asp_pricing_file_zip_99b198c842.zip,2858f2a2da05234b8e4dd38d0deeab21be9bfd891b421ccb0c23e4cb67d40f0b,reimbursement_atlas:us_cms_asp_january_2024_asp_pricing_file_zip_99b198c842,Retrieved into ignored local cache.,zip,january-2024-asp-pricing-file.zip,us_cms_asp_january_2024_asp_pricing_file_zip_99b198c842,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/january-2024-asp-pricing-file.zip,us_cms_asp_january_2024_asp_pricing_file_zip_99b198c842,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,427317,data/raw_live/historical_sources/family_archive/us_cms_asp_january_2024_ndc_hcpcs_crosswalk_zip_5945129d18.zip,bd1d13956cd32179d4546116a31261e8d0bd3da52d3f0c04be1dda2d765f998f,reimbursement_atlas:us_cms_asp_january_2024_ndc_hcpcs_crosswalk_zip_5945129d18,Retrieved into ignored local cache.,zip,january-2024-ndc-hcpcs-crosswalk.zip,us_cms_asp_january_2024_ndc_hcpcs_crosswalk_zip_5945129d18,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/january-2024-ndc-hcpcs-crosswalk.zip,us_cms_asp_january_2024_ndc_hcpcs_crosswalk_zip_5945129d18,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,9458,data/raw_live/historical_sources/family_archive/us_cms_asp_january_2024_noc_pricing_file_zip_039c6ea43f.zip,e6bc319ca443e138fb9de6c186fafadefb2ee0bc7b69a637d4a7220d430d57bf,reimbursement_atlas:us_cms_asp_january_2024_noc_pricing_file_zip_039c6ea43f,Retrieved into ignored local cache.,zip,january-2024-noc-pricing-file.zip,us_cms_asp_january_2024_noc_pricing_file_zip_039c6ea43f,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/january-2024-noc-pricing-file.zip,us_cms_asp_january_2024_noc_pricing_file_zip_039c6ea43f,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,73296,data/raw_live/historical_sources/family_archive/us_cms_asp_january_2026_medicare_part_b_payment_limit_files_zip_29f99c9f39.zip,2802f0eddbe563e7ea247829e61e4e5fe3e5c4ff51f7d799a2957883285b3e12,reimbursement_atlas:us_cms_asp_january_2026_medicare_part_b_payment_limit_files_zip_29f99c9f39,Retrieved into ignored local cache.,zip,january-2026-medicare-part-b-payment-limit-files.zip,us_cms_asp_january_2026_medicare_part_b_payment_limit_files_zip_29f99c9f39,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/january-2026-medicare-part-b-payment-limit-files.zip,us_cms_asp_january_2026_medicare_part_b_payment_limit_files_zip_29f99c9f39,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,419816,data/raw_live/historical_sources/family_archive/us_cms_asp_january_2026_ndc_hcpcs_crosswalk_zip_7815552400.zip,2f783aa6e4c1e8c246c0eb7501480692ba0cc9f7281994283f41d829dd9563e7,reimbursement_atlas:us_cms_asp_january_2026_ndc_hcpcs_crosswalk_zip_7815552400,Retrieved into ignored local cache.,zip,january-2026-ndc-hcpcs-crosswalk.zip,us_cms_asp_january_2026_ndc_hcpcs_crosswalk_zip_7815552400,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/january-2026-ndc-hcpcs-crosswalk.zip,us_cms_asp_january_2026_ndc_hcpcs_crosswalk_zip_7815552400,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,355237,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2021_asp_ndc_hcpcs_crosswalk_zip_dbb6cc864e.zip,8d5fedc7aadad83a8765916045830831fa8bffad8162feaa9a0815e7a6c83abe,reimbursement_atlas:us_cms_asp_july_2021_asp_ndc_hcpcs_crosswalk_zip_dbb6cc864e,Retrieved into ignored local cache.,zip,july-2021-asp-ndc-hcpcs-crosswalk.zip,us_cms_asp_july_2021_asp_ndc_hcpcs_crosswalk_zip_dbb6cc864e,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2021-asp-ndc-hcpcs-crosswalk.zip,us_cms_asp_july_2021_asp_ndc_hcpcs_crosswalk_zip_dbb6cc864e,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,49966,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2021_asp_pricing_file_zip_ad6cddf57d.zip,3fa5ebcdf198783ecfacff49ef955f5fea9f765b6726660db5192a9f5cc5f881,reimbursement_atlas:us_cms_asp_july_2021_asp_pricing_file_zip_ad6cddf57d,Retrieved into ignored local cache.,zip,july-2021-asp-pricing-file.zip,us_cms_asp_july_2021_asp_pricing_file_zip_ad6cddf57d,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2021-asp-pricing-file.zip,us_cms_asp_july_2021_asp_pricing_file_zip_ad6cddf57d,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,13067,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2021_noc_pricing_file_zip_64a6806235.zip,fb65a3a580970bd6075bba75c7da275f7ae77e7b0a257742608ee9b8340f1c39,reimbursement_atlas:us_cms_asp_july_2021_noc_pricing_file_zip_64a6806235,Retrieved into ignored local cache.,zip,july-2021-noc-pricing-file.zip,us_cms_asp_july_2021_noc_pricing_file_zip_64a6806235,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2021-noc-pricing-file.zip,us_cms_asp_july_2021_noc_pricing_file_zip_64a6806235,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,365322,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2022_asp_ndc_hcpcs_crosswalk_zip_c67647dd05.zip,957e1dbd901a4d10d7d14520928bd54847beeccd7470acb42cc70434563de43d,reimbursement_atlas:us_cms_asp_july_2022_asp_ndc_hcpcs_crosswalk_zip_c67647dd05,Retrieved into ignored local cache.,zip,july-2022-asp-ndc-hcpcs-crosswalk.zip,us_cms_asp_july_2022_asp_ndc_hcpcs_crosswalk_zip_c67647dd05,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2022-asp-ndc-hcpcs-crosswalk.zip,us_cms_asp_july_2022_asp_ndc_hcpcs_crosswalk_zip_c67647dd05,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,51853,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2022_asp_pricing_file_zip_80507c1606.zip,353878c879c3534d3f85b42d762f942740280ee7e52740aab1f897a5ba6dddd7,reimbursement_atlas:us_cms_asp_july_2022_asp_pricing_file_zip_80507c1606,Retrieved into ignored local cache.,zip,july-2022-asp-pricing-file.zip,us_cms_asp_july_2022_asp_pricing_file_zip_80507c1606,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2022-asp-pricing-file.zip,us_cms_asp_july_2022_asp_pricing_file_zip_80507c1606,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,10659,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2022_noc_pricing_file_zip_b8bc282f54.zip,9c559540513c59160918feeca94b4022d144bf08fd1725ca48263394abb33839,reimbursement_atlas:us_cms_asp_july_2022_noc_pricing_file_zip_b8bc282f54,Retrieved into ignored local cache.,zip,july-2022-noc-pricing-file.zip,us_cms_asp_july_2022_noc_pricing_file_zip_b8bc282f54,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2022-noc-pricing-file.zip,us_cms_asp_july_2022_noc_pricing_file_zip_b8bc282f54,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,416358,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2023_asp_ndc_hcpcs_crosswalks_zip_e2ddc53bb8.zip,2c252ac4098d3709c6baa2185ddc34bb24c656a2e76378edd6b31686e81f0ef9,reimbursement_atlas:us_cms_asp_july_2023_asp_ndc_hcpcs_crosswalks_zip_e2ddc53bb8,Retrieved into ignored local cache.,zip,july-2023-asp-ndc-hcpcs-crosswalks.zip,us_cms_asp_july_2023_asp_ndc_hcpcs_crosswalks_zip_e2ddc53bb8,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2023-asp-ndc-hcpcs-crosswalks.zip,us_cms_asp_july_2023_asp_ndc_hcpcs_crosswalks_zip_e2ddc53bb8,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,64621,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2023_asp_pricing_file_zip_525835eda6.zip,3c7405e538a692e7e3efd3d86117d23eed175b1243d734a7ac4f3df2896054b6,reimbursement_atlas:us_cms_asp_july_2023_asp_pricing_file_zip_525835eda6,Retrieved into ignored local cache.,zip,july-2023-asp-pricing-file.zip,us_cms_asp_july_2023_asp_pricing_file_zip_525835eda6,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2023-asp-pricing-file.zip,us_cms_asp_july_2023_asp_pricing_file_zip_525835eda6,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,11222,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2023_noc_pricing_file_final_file_zip_e2c8d24125.zip,6a32cdd53441cf42a9991c8c2891576ffde111614fa2b83d3e02a23b66469158,reimbursement_atlas:us_cms_asp_july_2023_noc_pricing_file_final_file_zip_e2c8d24125,Retrieved into ignored local cache.,zip,july-2023-noc-pricing-file-final-file.zip,us_cms_asp_july_2023_noc_pricing_file_final_file_zip_e2c8d24125,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2023-noc-pricing-file-final-file.zip,us_cms_asp_july_2023_noc_pricing_file_final_file_zip_e2c8d24125,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,445416,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2024_asp_ndc_hcpcs_crosswalk_zip_fd6a5b2fde.zip,da110e5070c8e921502e7362a5e92a4792234100c7f709b8380fac9157b4cead,reimbursement_atlas:us_cms_asp_july_2024_asp_ndc_hcpcs_crosswalk_zip_fd6a5b2fde,Retrieved into ignored local cache.,zip,july-2024-asp-ndc-hcpcs-crosswalk.zip,us_cms_asp_july_2024_asp_ndc_hcpcs_crosswalk_zip_fd6a5b2fde,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2024-asp-ndc-hcpcs-crosswalk.zip,us_cms_asp_july_2024_asp_ndc_hcpcs_crosswalk_zip_fd6a5b2fde,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,69936,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2024_asp_pricing_file_zip_95b243b9b7.zip,158831b0787bc10274c7302eb0e4e7119f27db56a90d854cbdbd42522abf80b5,reimbursement_atlas:us_cms_asp_july_2024_asp_pricing_file_zip_95b243b9b7,Retrieved into ignored local cache.,zip,july-2024-asp-pricing-file.zip,us_cms_asp_july_2024_asp_pricing_file_zip_95b243b9b7,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2024-asp-pricing-file.zip,us_cms_asp_july_2024_asp_pricing_file_zip_95b243b9b7,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,9747,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2024_noc_pricing_file_zip_0a8c3b899e.zip,ca80421d9728101b1716c8f68452f8b19d00344d624f747a6106553d0504cbee,reimbursement_atlas:us_cms_asp_july_2024_noc_pricing_file_zip_0a8c3b899e,Retrieved into ignored local cache.,zip,july-2024-noc-pricing-file.zip,us_cms_asp_july_2024_noc_pricing_file_zip_0a8c3b899e,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2024-noc-pricing-file.zip,us_cms_asp_july_2024_noc_pricing_file_zip_0a8c3b899e,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,78738,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2025_asp_pricing_file_zip_26c5ed1e22.zip,293d27fdf4b9f0b4cfde308d3291c678017a737f28b742fdbd1a82ed8d364ec9,reimbursement_atlas:us_cms_asp_july_2025_asp_pricing_file_zip_26c5ed1e22,Retrieved into ignored local cache.,zip,july-2025-asp-pricing-file.zip,us_cms_asp_july_2025_asp_pricing_file_zip_26c5ed1e22,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2025-asp-pricing-file.zip,us_cms_asp_july_2025_asp_pricing_file_zip_26c5ed1e22,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,83139,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2026_medicare_part_b_payment_limit_files_zip_dcbe90be10.zip,d475e2a7b0e87dd635a8dc3fdf6d72200fbc6dcfc46e7e8a3931d96a4d643797,reimbursement_atlas:us_cms_asp_july_2026_medicare_part_b_payment_limit_files_zip_dcbe90be10,Retrieved into ignored local cache.,zip,july-2026-medicare-part-b-payment-limit-files.zip,us_cms_asp_july_2026_medicare_part_b_payment_limit_files_zip_dcbe90be10,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,us_cms_asp_july_2026_medicare_part_b_payment_limit_files_zip_dcbe90be10,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,577948,data/raw_live/historical_sources/family_archive/us_cms_asp_july_2026_ndc_hcpcs_crosswalk_zip_4f0c4ecf59.zip,66fbc5c993b989d968c89d96cba77a01b6fa8a424d6643ae542aa80607f480d4,reimbursement_atlas:us_cms_asp_july_2026_ndc_hcpcs_crosswalk_zip_4f0c4ecf59,Retrieved into ignored local cache.,zip,july-2026-ndc-hcpcs-crosswalk.zip,us_cms_asp_july_2026_ndc_hcpcs_crosswalk_zip_4f0c4ecf59,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/july-2026-ndc-hcpcs-crosswalk.zip,us_cms_asp_july_2026_ndc_hcpcs_crosswalk_zip_4f0c4ecf59,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,471391,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2021_asp_ndc_hcpcs_crosswalk_zip_97ee1e6325.zip,7066492fb848498344ad2215cc34c3d74fb140a11a67d6bcc918e3dce2f67e3f,reimbursement_atlas:us_cms_asp_october_2021_asp_ndc_hcpcs_crosswalk_zip_97ee1e6325,Retrieved into ignored local cache.,zip,october-2021-asp-ndc-hcpcs-crosswalk.zip,us_cms_asp_october_2021_asp_ndc_hcpcs_crosswalk_zip_97ee1e6325,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2021-asp-ndc-hcpcs-crosswalk.zip,us_cms_asp_october_2021_asp_ndc_hcpcs_crosswalk_zip_97ee1e6325,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,71566,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2021_asp_pricing_file_zip_f6cb6612b8.zip,8760d597946f43733c197312b8b1ea568641b45b8f021b48f4aa39d30dc70465,reimbursement_atlas:us_cms_asp_october_2021_asp_pricing_file_zip_f6cb6612b8,Retrieved into ignored local cache.,zip,october-2021-asp-pricing-file.zip,us_cms_asp_october_2021_asp_pricing_file_zip_f6cb6612b8,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2021-asp-pricing-file.zip,us_cms_asp_october_2021_asp_pricing_file_zip_f6cb6612b8,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,13297,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2021_noc_pricing_file_zip_2846d8b38a.zip,7a4336a955363a55e83a78c5c7442b5b49b4b5014e535728cbb36d1e7612e54d,reimbursement_atlas:us_cms_asp_october_2021_noc_pricing_file_zip_2846d8b38a,Retrieved into ignored local cache.,zip,october-2021-noc-pricing-file.zip,us_cms_asp_october_2021_noc_pricing_file_zip_2846d8b38a,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2021-noc-pricing-file.zip,us_cms_asp_october_2021_noc_pricing_file_zip_2846d8b38a,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,363519,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2022_asp_ndc_hcpcs_crosswalks_zip_c7f3f1a080.zip,39f8b9900f2bad1f8b3916a09689793c7b20d65999b88e84a75b6c53783ca337,reimbursement_atlas:us_cms_asp_october_2022_asp_ndc_hcpcs_crosswalks_zip_c7f3f1a080,Retrieved into ignored local cache.,zip,october-2022-asp-ndc-hcpcs-crosswalks.zip,us_cms_asp_october_2022_asp_ndc_hcpcs_crosswalks_zip_c7f3f1a080,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2022-asp-ndc-hcpcs-crosswalks.zip,us_cms_asp_october_2022_asp_ndc_hcpcs_crosswalks_zip_c7f3f1a080,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,52569,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2022_asp_pricing_file_zip_b29b8b807f.zip,6eb99e49c51728ceebd7d69661cc101cd1bd3b35cba80bc53f26e6978078a0ed,reimbursement_atlas:us_cms_asp_october_2022_asp_pricing_file_zip_b29b8b807f,Retrieved into ignored local cache.,zip,october-2022-asp-pricing-file.zip,us_cms_asp_october_2022_asp_pricing_file_zip_b29b8b807f,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2022-asp-pricing-file.zip,us_cms_asp_october_2022_asp_pricing_file_zip_b29b8b807f,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,10997,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2022_noc_pricing_file_zip_3d03cffded.zip,ccc8c30a618a96185c4e1fde559ef95f29125fc2bd7eac850523e4e304d5438c,reimbursement_atlas:us_cms_asp_october_2022_noc_pricing_file_zip_3d03cffded,Retrieved into ignored local cache.,zip,october-2022-noc-pricing-file.zip,us_cms_asp_october_2022_noc_pricing_file_zip_3d03cffded,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2022-noc-pricing-file.zip,us_cms_asp_october_2022_noc_pricing_file_zip_3d03cffded,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,66037,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2023_asp_pricing_file_zip_2a2e54ebbe.zip,4f45c7c82d64dedee1b8d6f49fbf1ea931251a975d2643252c6beddfafa940b5,reimbursement_atlas:us_cms_asp_october_2023_asp_pricing_file_zip_2a2e54ebbe,Retrieved into ignored local cache.,zip,october-2023-asp-pricing-file.zip,us_cms_asp_october_2023_asp_pricing_file_zip_2a2e54ebbe,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2023-asp-pricing-file.zip,us_cms_asp_october_2023_asp_pricing_file_zip_2a2e54ebbe,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,419342,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2023_ndc_hcpcs_crosswalks_zip_9d8ba42029.zip,0792f817ef066c72b14a2827d9cc4c91592e0e15f428035809440755f29a1ab0,reimbursement_atlas:us_cms_asp_october_2023_ndc_hcpcs_crosswalks_zip_9d8ba42029,Retrieved into ignored local cache.,zip,october-2023-ndc-hcpcs-crosswalks.zip,us_cms_asp_october_2023_ndc_hcpcs_crosswalks_zip_9d8ba42029,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2023-ndc-hcpcs-crosswalks.zip,us_cms_asp_october_2023_ndc_hcpcs_crosswalks_zip_9d8ba42029,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,9631,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2023_noc_pricing_file_zip_f06f8af0c9.zip,50b1b3e596d3216bb684257f61efebea78d79c4a4035b64c79a445ccb4c3fdbc,reimbursement_atlas:us_cms_asp_october_2023_noc_pricing_file_zip_f06f8af0c9,Retrieved into ignored local cache.,zip,october-2023-noc-pricing-file.zip,us_cms_asp_october_2023_noc_pricing_file_zip_f06f8af0c9,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2023-noc-pricing-file.zip,us_cms_asp_october_2023_noc_pricing_file_zip_f06f8af0c9,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,460794,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2024_asp_ndc_hcpcs_crosswalks_zip_3f3d8e6474.zip,59f0d508e2b0c87763166aa808e3cc554144d0ba73a56bdfd6d467fd90c7d4af,reimbursement_atlas:us_cms_asp_october_2024_asp_ndc_hcpcs_crosswalks_zip_3f3d8e6474,Retrieved into ignored local cache.,zip,october-2024-asp-ndc-hcpcs-crosswalks.zip,us_cms_asp_october_2024_asp_ndc_hcpcs_crosswalks_zip_3f3d8e6474,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2024-asp-ndc-hcpcs-crosswalks.zip,us_cms_asp_october_2024_asp_ndc_hcpcs_crosswalks_zip_3f3d8e6474,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,71421,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2024_asp_pricing_file_zip_8fc406d428.zip,cfbf79b366ff283ccf36fd98c5ce24e649679dc1c7bd1e4b1e116708e948ecec,reimbursement_atlas:us_cms_asp_october_2024_asp_pricing_file_zip_8fc406d428,Retrieved into ignored local cache.,zip,october-2024-asp-pricing-file.zip,us_cms_asp_october_2024_asp_pricing_file_zip_8fc406d428,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2024-asp-pricing-file.zip,us_cms_asp_october_2024_asp_pricing_file_zip_8fc406d428,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,9464,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2024_noc_pricing_file_zip_c3a4c1c51a.zip,e9e57cf2dbfab0c6d5ba8a101e427a6b454dfcef8ecb9d225793947488f8edcd,reimbursement_atlas:us_cms_asp_october_2024_noc_pricing_file_zip_c3a4c1c51a,Retrieved into ignored local cache.,zip,october-2024-noc-pricing-file.zip,us_cms_asp_october_2024_noc_pricing_file_zip_c3a4c1c51a,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2024-noc-pricing-file.zip,us_cms_asp_october_2024_noc_pricing_file_zip_c3a4c1c51a,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,730733,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2025_asp_ndc_hcpcs_crosswalk_final_file_zip_5635992f30.zip,4ae6405e731ebfc9f6421de2bcac959847af177b47bd57d6adb8ab8f306edb09,reimbursement_atlas:us_cms_asp_october_2025_asp_ndc_hcpcs_crosswalk_final_file_zip_5635992f30,Retrieved into ignored local cache.,zip,october-2025-asp-ndc-hcpcs-crosswalk-final-file.zip,us_cms_asp_october_2025_asp_ndc_hcpcs_crosswalk_final_file_zip_5635992f30,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2025-asp-ndc-hcpcs-crosswalk-final-file.zip,us_cms_asp_october_2025_asp_ndc_hcpcs_crosswalk_final_file_zip_5635992f30,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,81337,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2025_asp_pricing_final_file_zip_fbf1345f26.zip,0a5295624251510143dc16f387d97497aa2ed9b6fe725b99df03c9a9cb3c15ca,reimbursement_atlas:us_cms_asp_october_2025_asp_pricing_final_file_zip_fbf1345f26,Retrieved into ignored local cache.,zip,october-2025-asp-pricing-final-file.zip,us_cms_asp_october_2025_asp_pricing_final_file_zip_fbf1345f26,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2025-asp-pricing-final-file.zip,us_cms_asp_october_2025_asp_pricing_final_file_zip_fbf1345f26,downloaded,data/derived/processes/historical_source_transformation.bpmn
https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,8493,data/raw_live/historical_sources/family_archive/us_cms_asp_october_2025_noc_pricing_final_file_zip_471c186bed.zip,f663478f5d951c48ea4e052a3fa57a9c13c9d9cd3ab733fc8df4b6520cb7a145,reimbursement_atlas:us_cms_asp_october_2025_noc_pricing_final_file_zip_471c186bed,Retrieved into ignored local cache.,zip,october-2025-noc-pricing-final-file.zip,us_cms_asp_october_2025_noc_pricing_final_file_zip_471c186bed,public_reuse_review,pending_human_review,us_cms_asp,https://www.cms.gov/files/zip/october-2025-noc-pricing-final-file.zip,us_cms_asp_october_2025_noc_pricing_final_file_zip_471c186bed,downloaded,data/derived/processes/historical_source_transformation.bpmn
